id,Цена,Год,Площадь,Класс,Количество_больниц,Количество_школ,Количество_парков,Количество_метро
2181,5450578.769959165,2003,37.492275273326754,Стандарт,1,3,1,1
2182,5510605.924594301,2010,37.8907588936932,Стандарт,3,1,1,1
2183,16985112.54442663,2018,92.84205744509104,Люкс,5,5,5,2
2184,16181819.161720745,2019,84.32600115525534,Люкс,5,6,6,3
2185,18005895.975153003,2023,93.62523057717016,Люкс,7,7,7,2
2186,2260250.4745002817,1964,20.039697241304907,Эконом,0,1,0,1
2187,15039417.025803858,2023,72.84520340028136,Люкс,7,7,7,3
2188,2750378.0317293983,1968,24.93099207848764,Эконом,0,1,0,1
2189,16934294.235770747,2020,88.33862064535042,Люкс,7,6,5,3
2190,17083039.42490393,2021,91.37868991847394,Люкс,5,5,6,3
2191,18061229.66172996,2022,95.80897641676911,Люкс,5,6,7,3
2192,14782884.4924835,2020,73.95272850464416,Люкс,5,6,7,3
2193,3355310.5947686248,1985,29.850033593379273,Эконом,1,1,0,1
2194,2678377.884226744,1961,23.047255704519824,Эконом,1,1,0,1
2195,2860004.814284456,1956,24.984065309953095,Эконом,0,2,0,1
2196,5147467.083870037,2005,37.18338962650986,Стандарт,1,1,1,1
2197,18880635.12576334,2017,99.46744388753528,Люкс,7,7,7,2
2198,2479027.4546961375,1957,21.180409292664063,Эконом,1,1,0,1
2199,3022382.628091852,1972,26.578589305483415,Эконом,1,1,0,1
2200,13962476.000298474,2020,70.70746141096126,Люкс,5,6,5,3
2201,2794680.8540986856,1988,25.31870800446483,Эконом,0,1,0,1
2202,5526951.78611742,2005,39.01569538543053,Стандарт,2,1,1,1
2203,17435831.50841505,2018,92.6118739093729,Люкс,5,7,5,3
2204,5753697.087944531,2008,38.17531486246399,Стандарт,3,3,1,1
2205,5275275.128533523,2008,35.152516167286066,Стандарт,2,3,1,1
2206,18139270.13987958,2018,96.51130495673982,Люкс,6,6,7,2
2207,2408035.842058313,1955,20.313308722012923,Эконом,0,2,0,1
2208,2852924.0391612123,1985,23.830374810796513,Эконом,1,2,0,1
2209,18485610.536822077,2022,97.83377856242552,Люкс,7,6,6,3
2210,15120441.626759611,2022,76.4500225372855,Люкс,5,6,7,3
2211,17682215.35511874,2017,91.49119685902308,Люкс,7,7,7,2
2212,5373644.30104943,2002,35.85335980179896,Стандарт,3,2,1,1
2213,14716501.841972327,2021,75.65326865256236,Люкс,5,6,6,2
2214,5562204.0535181435,2007,38.5665979460965,Стандарт,1,3,1,1
2215,2856938.9619301492,1956,24.796948579724365,Эконом,0,2,0,1
2216,3094624.874328026,1964,28.422321823879756,Эконом,0,1,0,1
2217,5077491.208051585,2009,35.6236758390089,Стандарт,2,1,1,1
2218,2808647.861111717,1989,24.4366689360156,Эконом,0,2,0,1
2219,2532371.2395331557,1958,21.56696745559645,Эконом,0,2,0,1
2220,14821769.45332456,2017,73.38488154760253,Люкс,7,5,7,3
2221,5544496.152592645,2006,39.16169492238115,Стандарт,1,2,1,1
2222,5307963.671240856,2000,35.51924756661307,Стандарт,2,3,1,1
2223,5348776.925352953,2006,36.57446343785805,Стандарт,2,2,1,1
2224,5310710.413633908,2007,37.50131033180946,Стандарт,2,1,1,1
2225,5469611.649425634,2002,39.894465128776794,Стандарт,1,1,1,1
2226,17221718.34786668,2023,91.23160002315205,Люкс,5,5,7,3
2227,16678665.097375235,2018,85.80717778412327,Люкс,7,6,6,3
2228,2790832.9393230807,1988,24.324582795499854,Эконом,1,1,0,1
2229,2376942.9128884715,1970,21.03223200470679,Эконом,0,1,0,1
2230,17821694.217069272,2017,93.26855896497985,Люкс,7,5,7,3
2231,5851307.011242555,2004,38.753167464808726,Стандарт,3,3,1,1
2232,5183843.912399096,2006,35.15172596235897,Стандарт,3,1,1,1
2233,14639969.651688822,2017,71.21030301275574,Люкс,7,6,7,3
2234,5850850.532304016,2003,39.75170397210297,Стандарт,3,2,1,1
2235,14060344.640079726,2017,70.39360144104661,Люкс,6,7,5,2
2236,15057290.797829686,2018,76.76411588780552,Люкс,5,6,6,3
2237,18250269.382729128,2019,96.2069752907996,Люкс,7,5,7,3
2238,5478570.661468089,2008,37.587518233330286,Стандарт,2,2,1,1
2239,5336831.698005348,2000,36.651967957226596,Стандарт,2,2,1,1
2240,17183216.16720463,2017,89.1752694783268,Люкс,5,7,7,3
2241,3170163.0506540067,1970,28.031692081515526,Эконом,1,1,0,1
2242,2899522.1637328262,1973,24.353388700983253,Эконом,1,2,0,1
2243,2778727.7101953914,1987,24.20892655063426,Эконом,1,1,0,1
2244,2475294.320144245,1977,21.971427584733004,Эконом,0,1,0,1
2245,2292728.9981088648,1974,19.371147281866286,Эконом,1,1,0,1
2246,17119487.553097785,2022,89.48726416766553,Люкс,7,7,5,2
2247,5188307.077223901,2004,36.47002089550187,Стандарт,2,1,1,1
2248,16399229.886636008,2021,83.99313718303624,Люкс,7,6,7,2
2249,2361011.264942868,1951,20.85308868760728,Эконом,0,1,0,1
2250,3362714.3208221933,1970,29.951977696290452,Эконом,0,2,0,1
2251,5959998.233280689,2009,39.971021882488195,Стандарт,3,3,1,1
2252,15614515.480962412,2018,83.65995813016697,Люкс,5,5,5,2
2253,5809706.825374352,2008,39.33756797092865,Стандарт,3,2,1,1
2254,2407552.147567729,1953,21.38285592427289,Эконом,0,1,0,1
2255,5758308.60379753,2000,39.18152824016057,Стандарт,2,3,1,1
2256,5372668.701498374,2001,39.1003199417626,Стандарт,1,1,1,1
2257,3181329.9998133485,1958,29.19165876196123,Эконом,0,1,0,1
2258,16348841.03728663,2022,83.47760458134505,Люкс,7,7,5,3
2259,16167942.983526137,2022,84.43553005652298,Люкс,7,5,6,2
2260,2525181.4227182786,1957,21.53716713244879,Эконом,0,2,0,1
2261,16478616.933031745,2017,85.32977005788965,Люкс,7,5,7,2
2262,5245828.376391482,2004,36.91806341896193,Стандарт,1,2,1,1
2263,14274683.667403335,2023,71.73031160145844,Люкс,6,6,6,2
2264,17868483.939623542,2020,96.50634445226612,Люкс,6,6,5,2
2265,14617312.798605755,2023,74.97218373081806,Люкс,5,6,6,2
2266,18697862.65154737,2018,99.11199886024806,Люкс,7,7,6,2
2267,5553139.468253338,2007,39.54042365688325,Стандарт,2,1,1,1
2268,5173052.931322754,2005,36.16707842394953,Стандарт,2,1,1,1
2269,3142994.1691883104,1982,27.896047425492608,Эконом,1,1,0,1
2270,16843637.38240922,2018,87.82902533742643,Люкс,5,7,7,2
2271,5249704.090900394,2004,36.07102555044275,Стандарт,2,2,1,1
2272,3116139.497159814,1979,27.508514922173667,Эконом,1,1,0,1
2273,2305843.780776036,1988,20.508689311956534,Эконом,0,1,0,1
2274,2424367.1093997294,1983,20.645777550199476,Эконом,1,1,0,1
2275,15898989.852937806,2019,81.38699345850951,Люкс,6,6,6,3
2276,5735586.40600302,2007,39.752656741441854,Стандарт,1,3,1,1
2277,17310582.40624048,2017,92.9439690117222,Люкс,5,5,6,3
2278,2558301.1757604447,1958,21.970528434581606,Эконом,0,2,0,1
2279,5242830.220387178,2005,35.69586229611671,Стандарт,2,2,1,1
2280,5057373.777710553,2002,35.19019702728844,Стандарт,2,1,1,1
2281,17687306.150925558,2021,91.50909623191518,Люкс,7,7,6,3
2282,5425425.429777132,2000,38.387223157443245,Стандарт,2,1,1,1
2283,2675712.6999407564,1960,23.034781784738,Эконом,1,1,0,1
2284,3222986.2010574155,1961,28.468623091362616,Эконом,0,2,0,1
2285,16426861.21639112,2019,86.12229170555358,Люкс,6,5,7,2
2286,2383483.374063241,1955,19.081817723408204,Эконом,1,2,0,1
2287,2716207.764017856,1973,22.6529704358838,Эконом,1,2,0,1
2288,3037764.9925470133,1964,26.641143503098956,Эконом,1,1,0,1
2289,3031010.803370612,1989,26.56974087159281,Эконом,0,2,0,1
2290,2610274.762036055,1990,22.43795187551825,Эконом,1,1,0,1
2291,17983536.349265624,2018,97.40485214677796,Люкс,6,6,5,2
2292,2509887.8275732226,1951,22.343443037780624,Эконом,0,1,0,1
2293,16287280.575244786,2019,83.02799669149786,Люкс,6,7,6,3
2294,5145571.10936503,2010,35.187760168101654,Стандарт,3,1,1,1
2295,5600538.533729777,2008,37.880457259062446,Стандарт,3,2,1,1
2296,2977370.522291613,1975,25.1415349199848,Эконом,1,2,0,1
2297,15866307.636953853,2022,81.11106792388512,Люкс,7,5,6,3
2298,15009099.827672793,2017,75.55328491481981,Люкс,7,5,6,3
2299,15000374.39219525,2021,76.47305006530183,Люкс,6,6,6,2
2300,18190655.332187124,2018,94.84286501079384,Люкс,7,6,7,3
2301,5152036.211508652,2004,35.1146840546989,Стандарт,2,2,1,1
2302,3287655.72734802,1988,29.15871515185571,Эконом,0,2,0,1
2303,15952720.38767481,2017,82.84323226207549,Люкс,5,5,7,3
2304,2468076.8715695417,1968,20.013799831284636,Эконом,1,2,0,1
2305,2839536.479659775,1968,23.6357802340656,Эконом,1,2,0,1
2306,3159129.8467959804,1972,28.03515561287831,Эконом,0,2,0,1
2307,2836334.380307566,1961,24.566421418196843,Эконом,1,1,0,1
2308,17184701.540628754,2019,89.21817052043622,Люкс,6,7,6,3
2309,16533995.073782308,2023,88.82038746859877,Люкс,5,5,6,2
2310,5567614.311565559,2003,39.45979430853775,Стандарт,1,2,1,1
2311,5503047.90452668,2002,35.80014271343136,Стандарт,3,3,1,1
2312,5869498.163192065,2002,39.92195611465112,Стандарт,3,2,1,1
2313,5168187.759227749,2005,35.380452258219144,Стандарт,3,1,1,1
2314,18576255.839856893,2019,99.48084972150623,Люкс,6,7,6,2
2315,4975647.448433887,2000,35.61476682901637,Стандарт,1,1,1,1
2316,18611024.8885131,2017,98.43689450441974,Люкс,6,6,7,3
2317,2753116.568409115,1988,24.733116631532948,Эконом,0,1,0,1
2318,2638562.822259621,1952,22.64891677129388,Эконом,1,1,0,1
2319,14923689.625616208,2017,78.00247108859222,Люкс,5,5,6,2
2320,14421296.205897491,2020,73.5592960337526,Люкс,5,7,5,2
2321,5334459.1496310765,2002,36.75672852446714,Стандарт,3,1,1,1
2322,5099709.180669967,2008,36.76044690887345,Стандарт,1,1,1,1
2323,14683185.000491578,2022,72.24373191502988,Люкс,7,5,7,3
2324,16302591.233439364,2017,84.24562645958834,Люкс,7,7,5,2
2325,14851118.992489778,2023,73.58394391263086,Люкс,6,6,7,3
2326,5718672.620065437,2002,39.820951174759855,Стандарт,3,1,1,1
2327,5467393.153432302,2007,36.48715122065946,Стандарт,3,2,1,1
2328,5311555.416325986,2000,37.36162824574228,Стандарт,1,2,1,1
2329,5517239.475002267,2002,39.08355560045679,Стандарт,1,2,1,1
2330,15244612.047216224,2018,78.0178140828446,Люкс,6,6,6,2
2331,5681032.936250666,2008,39.614616989645846,Стандарт,2,2,1,1
2332,3218484.4805876645,1950,27.408642827312367,Эконом,1,2,0,1
2333,5419043.993206048,2005,37.45800373314569,Стандарт,1,3,1,1
2334,2806023.997046197,1981,23.538998867035126,Эконом,1,2,0,1
2335,15258552.815327125,2023,78.13683787817057,Люкс,5,7,6,2
2336,14273736.9163245,2018,70.67582885740103,Люкс,6,5,7,3
2337,15760916.13470832,2023,80.43626693709821,Люкс,7,5,6,3
2338,15785514.924015353,2023,80.692210585858,Люкс,7,7,5,2
2339,15826312.116521569,2022,81.07335046720624,Люкс,6,7,6,2
2340,15750090.754017683,2018,81.60800252472409,Люкс,7,5,5,3
2341,2943912.1118593356,1987,25.726487526439254,Эконом,0,2,0,1
2342,15035513.19762921,2018,76.82484439419464,Люкс,5,6,7,2
2343,2084259.4898075531,1967,18.159705315249173,Эконом,0,1,0,1
2344,5454226.106136359,2001,38.764662986827595,Стандарт,1,2,1,1
2345,5371392.34079145,2000,37.03163691395466,Стандарт,3,1,1,1
2346,18389728.75014174,2017,97.12689989507422,Люкс,6,7,6,3
2347,2602172.3236787156,1978,22.29952388600608,Эконом,1,1,0,1
2348,2953248.047679534,1962,26.80246192736538,Эконом,0,1,0,1
2349,17825117.450042944,2019,93.39205635911829,Люкс,7,6,6,3
2350,5637475.217809103,2000,37.9579874726043,Стандарт,2,3,1,1
2351,2796585.207477853,1959,25.276337996816984,Эконом,0,1,0,1
2352,5343390.748085945,2002,38.60407471054657,Стандарт,1,1,1,1
2353,5779345.068404153,2007,38.08834345725323,Стандарт,3,3,1,1
2354,3088514.099228503,1986,27.142244803900773,Эконом,1,1,0,1
2355,5252436.852233711,2002,37.8501727093852,Стандарт,1,1,1,1
2356,17406537.887396276,2021,89.41170463166932,Люкс,6,7,7,3
2357,5618299.934781527,2003,37.87075785543777,Стандарт,2,3,1,1
2358,2567044.9564578785,1990,21.916551248941413,Эконом,1,1,0,1
2359,3131101.727063021,1956,27.58531393741801,Эконом,0,2,0,1
2360,14376090.296675231,2019,73.44636790882655,Люкс,7,5,5,2
2361,14126005.852243809,2020,70.74164186924938,Люкс,5,5,7,3
2362,15027871.24536616,2020,77.68206041059408,Люкс,5,6,5,3
2363,17608545.749590207,2021,92.96362710080072,Люкс,6,5,7,3
2364,15395129.30877805,2023,78.14003376068644,Люкс,6,6,7,2
2365,2718319.880467224,1978,23.652678884056467,Эконом,1,1,0,1
2366,18302253.503863238,2022,97.46291119572552,Люкс,7,7,5,2
2367,14439517.313593546,2017,71.60712384761507,Люкс,7,5,6,3
2368,5272298.704773262,2003,36.23588063452019,Стандарт,1,3,1,1
2369,18364617.441392962,2019,98.95822040105034,Люкс,5,6,7,2
2370,2293141.227209798,1987,20.423592924687885,Эконом,0,1,0,1
2371,5685575.791317098,2010,38.57172148089092,Стандарт,2,3,1,1
2372,5614974.596175415,2006,38.86715849961942,Стандарт,3,1,1,1
2373,3150126.150113862,1950,27.732817002495878,Эконом,0,2,0,1
2374,15532011.137323514,2023,80.14549485994091,Люкс,5,7,6,2
2375,5304444.773002897,2009,35.42482958128932,Стандарт,2,3,1,1
2376,15276548.591602366,2019,78.33089948364689,Люкс,7,5,6,2
2377,15506429.125970792,2020,77.97985444841326,Люкс,7,7,5,3
2378,16420736.224967021,2017,84.91562180720115,Люкс,6,5,7,3
2379,14441265.68006321,2019,71.73238409722504,Люкс,7,5,6,3
2380,14383045.778925784,2020,70.26626611050699,Люкс,6,6,7,3
2381,2787559.601667035,1960,24.36832916233216,Эконом,0,2,0,1
2382,5587340.575593394,2008,39.67627891956438,Стандарт,1,2,1,1
2383,5105202.36754592,2009,36.56465801559004,Стандарт,1,1,1,1
2384,5182638.861328725,2007,35.26244394497911,Стандарт,3,1,1,1
2385,5545923.607723828,2000,38.17796466456926,Стандарт,3,1,1,1
2386,5223080.48857596,2007,35.811668880892796,Стандарт,2,2,1,1
2387,5411335.659759594,2003,37.410427157515244,Стандарт,2,2,1,1
2388,2512474.124771539,1955,20.57253778844048,Эконом,1,2,0,1
2389,2404543.6800791267,1977,20.519813679255186,Эконом,0,2,0,1
2390,17275024.0908714,2022,89.74063566925949,Люкс,7,7,5,3
2391,5583450.434498521,2009,36.59753339471603,Стандарт,3,3,1,1
2392,5405376.176837801,2000,36.08250283205035,Стандарт,2,3,1,1
2393,5494582.147056584,2010,37.875363444148455,Стандарт,1,3,1,1
2394,3245734.2509139446,1984,28.667391517001015,Эконом,0,2,0,1
2395,5598430.612592792,2001,38.769210980241084,Стандарт,3,1,1,1
2396,5308781.889324477,2005,38.18997088047793,Стандарт,1,1,1,1
2397,2254602.888953621,1969,19.95261333241125,Эконом,0,1,0,1
2398,2474457.627024617,1960,21.223497200341544,Эконом,1,1,0,1
2399,15148113.747283323,2020,76.62369800222216,Люкс,5,6,7,3
2400,5910427.085562331,2002,39.51541062752205,Стандарт,3,3,1,1
2401,3325539.1865430833,1954,29.750102310422577,Эконом,1,1,0,1
2402,15115441.953853425,2019,76.3522824873595,Люкс,5,6,7,3
2403,5180612.548780728,2006,36.24757016880283,Стандарт,1,2,1,1
2404,18596416.592004087,2022,99.48108913418612,Люкс,7,7,5,2
2405,5456592.529147205,2008,38.41117839698667,Стандарт,2,1,1,1
2406,14292158.753277253,2023,73.63755538455698,Люкс,5,6,5,2
2407,14530605.87812083,2020,73.52089047454432,Люкс,5,7,6,2
2408,14638967.830797795,2021,74.15538994120531,Люкс,7,6,5,2
2409,18147634.55754084,2017,97.39216254461584,Люкс,6,5,7,2
2410,3182267.678709505,1956,28.25522814362492,Эконом,0,2,0,1
2411,3362337.1206112704,1982,29.897730160346406,Эконом,1,1,0,1
2412,5702311.33697867,2004,37.585927809503985,Стандарт,3,3,1,1
2413,5203526.810052219,2006,35.522929478566375,Стандарт,2,2,1,1
2414,5068609.332942273,2003,35.36510863146356,Стандарт,2,1,1,1
2415,2575206.9621160585,1966,21.139820713762866,Эконом,1,2,0,1
2416,16182966.975756422,2021,83.39775936064909,Люкс,6,7,6,2
2417,5185024.798316093,2002,35.467044625820236,Стандарт,3,1,1,1
2418,5480073.846401608,2000,38.58964858119724,Стандарт,2,1,1,1
2419,2269623.768119447,1964,19.14003112945256,Эконом,1,1,0,1
2420,3310737.8118138136,1983,28.375743368105162,Эконом,1,2,0,1
2421,3119898.751512365,1977,26.43893202728193,Эконом,1,2,0,1
2422,5425809.91861203,2002,37.49710614262679,Стандарт,2,2,1,1
2423,16532386.35798489,2020,87.72565037824934,Люкс,5,6,6,2
2424,5438247.39713485,2007,38.501308401385764,Стандарт,2,1,1,1
2425,2997069.454406317,1958,26.195772082296095,Эконом,0,2,0,1
2426,2996065.6313507208,1990,25.327906975159053,Эконом,1,2,0,1
2427,17634613.402945027,2023,92.21430459516355,Люкс,7,7,6,2
2428,5796706.55863552,2002,39.58891616937471,Стандарт,2,3,1,1
2429,14554306.776615955,2020,71.69508303398615,Люкс,6,6,7,3
2430,5607521.562160382,2005,38.88051460051796,Стандарт,1,3,1,1
2431,3124042.8231860655,1976,27.591616828539905,Эконом,1,1,0,1
2432,3005648.2421226404,1956,25.2620979633988,Эконом,1,2,0,1
2433,5077451.562142516,2002,35.54051302670042,Стандарт,1,2,1,1
2434,5056284.579863091,2009,36.124230073436465,Стандарт,1,1,1,1
2435,16391004.998436572,2018,83.80478652428027,Люкс,6,7,7,2
2436,17324462.811370008,2023,91.95968556038638,Люкс,5,6,6,3
2437,14383244.567428438,2019,71.42218499981007,Люкс,5,7,7,2
2438,17538924.67933887,2018,92.29467791866806,Люкс,5,6,7,3
2439,15182991.231349437,2022,77.85326456759555,Люкс,5,6,6,3
2440,2796197.5638730703,1979,24.24685746138869,Эконом,0,2,0,1
2441,15912076.827305933,2022,81.5713266178136,Люкс,5,7,6,3
2442,2834636.9049789673,1958,24.59538402704796,Эконом,1,1,0,1
2443,17123647.886935793,2018,90.55414551679142,Люкс,6,5,6,3
2444,5733064.561367235,2003,38.89603728400048,Стандарт,3,2,1,1
2445,3364821.405672548,1983,29.848709627448578,Эконом,0,2,0,1
2446,2305877.766737062,1986,20.45302468123782,Эконом,0,1,0,1
2447,14419214.585683264,2018,72.64393162526562,Люкс,6,6,5,3
2448,3239418.289802284,1990,27.678862698766167,Эконом,1,2,0,1
2449,17850364.899143104,2023,93.56772279367698,Люкс,7,7,5,3
2450,16158342.470022123,2022,86.21086435514263,Люкс,6,5,5,2
2451,18437440.44944428,2021,98.31966933520089,Люкс,6,6,6,3
2452,17259034.284075104,2019,91.63361950548163,Люкс,6,6,6,2
2453,5419347.762889682,2008,35.44282299406177,Стандарт,3,3,1,1
2454,5550982.864620743,2008,36.573659976293385,Стандарт,3,3,1,1
2455,5849520.40291218,2000,39.93214135975589,Стандарт,2,3,1,1
2456,2878055.3667841298,1967,25.05663687766385,Эконом,1,1,0,1
2457,5471956.762861256,2003,36.87596104371527,Стандарт,2,3,1,1
2458,5809648.392696276,2003,39.64984645847625,Стандарт,3,2,1,1
2459,2712908.680178185,1987,24.593981455381556,Эконом,0,1,0,1
2460,5004525.695828534,2010,36.01736197365713,Стандарт,1,1,1,1
2461,5118193.193045748,2006,35.889888648388016,Стандарт,1,2,1,1
2462,5261712.157514663,2005,36.78919498574816,Стандарт,2,1,1,1
2463,5415106.084849842,2003,36.2553185839161,Стандарт,3,2,1,1
2464,3352955.902008462,1965,29.945015092209438,Эконом,0,2,0,1
2465,18116100.77602379,2023,97.3733560152593,Люкс,7,6,5,2
2466,2561836.559509161,1990,21.9260690308525,Эконом,1,1,0,1
2467,3260655.3116422636,1975,27.931198089869866,Эконом,1,2,0,1
2468,18206824.148601405,2017,99.01459137756197,Люкс,6,6,5,2
2469,18137072.34857644,2020,97.36074610726394,Люкс,7,5,5,3
2470,5191152.790138208,2001,35.36204056511362,Стандарт,2,2,1,1
2471,2978995.163699893,1983,26.269521277959846,Эконом,0,2,0,1
2472,15367481.868243493,2022,77.99298260797619,Люкс,6,6,6,3
2473,16541949.208615504,2019,83.88585759509687,Люкс,7,7,6,3
2474,18266304.307169974,2019,98.30827677860219,Люкс,5,7,5,3
2475,2195000.0028415015,1961,19.427454131376596,Эконом,0,1,0,1
2476,2429766.046991798,1965,19.673054605013533,Эконом,1,2,0,1
2477,5424693.163163711,2005,38.36876733662398,Стандарт,1,2,1,1
2478,2754355.728200217,1955,22.763270822587504,Эконом,1,2,0,1
2479,2826200.5550864534,1987,24.737360508751394,Эконом,0,2,0,1
2480,5721547.984550962,2005,38.627189805481095,Стандарт,2,3,1,1
2481,5842548.601951751,2007,39.78721446157122,Стандарт,2,3,1,1
2482,16352707.76409155,2022,84.5578163125493,Люкс,6,6,6,3
2483,2791113.6124923467,1958,24.230883343468463,Эконом,0,2,0,1
2484,3307535.219979173,1990,29.538239580812277,Эконом,1,1,0,1
2485,5291217.278290995,2003,35.15900084351326,Стандарт,2,3,1,1
2486,5341243.284298045,2005,36.57957598161096,Стандарт,2,2,1,1
2487,17729908.253604233,2023,96.6479914486889,Люкс,5,6,5,2
2488,5193182.241672763,2006,37.212302013024264,Стандарт,1,1,1,1
2489,2928959.4965436333,1984,24.504553573286458,Эконом,1,2,0,1
2490,2749074.752723883,1958,24.97946670859472,Эконом,0,1,0,1
2491,5156800.7471217085,2010,35.06066534392511,Стандарт,3,1,1,1
2492,2265668.1983624236,1973,19.950330072678536,Эконом,0,1,0,1
2493,14535689.036262201,2022,73.52651765726549,Люкс,6,6,5,3
2494,2173835.221561009,1981,18.033247198534852,Эконом,0,2,0,1
2495,2885181.0618577083,1982,25.22546116506649,Эконом,0,2,0,1
2496,16322936.151422257,2018,84.3192478504399,Люкс,6,7,6,2
2497,3132058.83899158,1990,26.600148986747946,Эконом,1,2,0,1
2498,5189408.893544002,2005,35.40011303832222,Стандарт,1,3,1,1
2499,5698080.671438365,2000,38.794086443095225,Стандарт,3,2,1,1
2500,15301007.050275069,2023,81.52190202105197,Люкс,5,5,5,2
2501,5527575.602422696,2002,39.13971838076433,Стандарт,2,1,1,1
2502,5211709.551202313,2005,36.57230826203908,Стандарт,2,1,1,1
2503,5472596.178771394,2004,39.61831589316337,Стандарт,1,1,1,1
2504,2647303.252719015,1955,21.7329525371107,Эконом,1,2,0,1
2505,3179203.513602388,1955,29.117518208112404,Эконом,0,1,0,1
2506,5316256.034688962,2009,38.60767539374474,Стандарт,1,1,1,1
2507,15808408.166982036,2023,81.85003266969949,Люкс,7,6,5,2
2508,2854865.339244981,1950,25.847967707920553,Эконом,0,1,0,1
2509,5578982.395567141,2005,37.73000693400734,Стандарт,3,2,1,1
2510,5652905.588043682,2004,39.14329671151307,Стандарт,1,3,1,1
2511,5334960.655333475,2001,36.78694264926894,Стандарт,3,1,1,1
2512,5343856.538757305,2003,35.792238470082985,Стандарт,2,3,1,1
2513,17672270.702504713,2020,94.30651583554913,Люкс,6,7,5,2
2514,4942671.771653009,2005,35.273552332706686,Стандарт,1,1,1,1
2515,2269450.6604507533,1954,19.918096833723254,Эконом,0,1,0,1
2516,2513974.6387557015,1959,20.599965729560672,Эконом,1,2,0,1
2517,17244008.604949236,2019,93.39552051742395,Люкс,6,5,5,2
2518,2342711.471493235,1989,19.735047570431313,Эконом,0,2,0,1
2519,5541087.526756901,2001,39.15924946976326,Стандарт,2,1,1,1
2520,2568045.714209662,1984,22.030899768194985,Эконом,1,1,0,1
2521,16286713.743353574,2017,84.00865811644542,Люкс,5,7,6,3
2522,5550252.571076431,2004,37.18957635502616,Стандарт,3,2,1,1
2523,5201871.172815208,2010,36.31677067391506,Стандарт,1,2,1,1
2524,5672776.98923154,2000,39.46725208614571,Стандарт,3,1,1,1
2525,14934233.299947662,2017,73.98737556669452,Люкс,6,6,7,3
2526,2343841.6815493973,1962,19.76381762037652,Эконом,0,2,0,1
2527,2918628.572374918,1950,24.669095322207784,Эконом,1,2,0,1
2528,16308245.211224329,2023,84.26064094857614,Люкс,7,7,5,2
2529,2274086.7176585034,1973,18.037811712802434,Эконом,1,2,0,1
2530,5521970.773269925,2010,37.109884856387055,Стандарт,3,2,1,1
2531,5289402.917986595,2007,37.2184404775448,Стандарт,1,2,1,1
2532,2663674.5834695734,1981,22.97208019306098,Эконом,1,1,0,1
2533,17447888.96832897,2023,94.81546899059569,Люкс,5,6,5,2
2534,5269910.941979642,2010,35.00766443558049,Стандарт,3,2,1,1
2535,5784377.065057735,2010,39.177873582169944,Стандарт,3,2,1,1
2536,2550229.575053785,1961,20.865308455451384,Эконом,1,2,0,1
2537,17607361.889464006,2018,93.89793260393574,Люкс,7,5,6,2
2538,2607555.282915077,1973,21.437884631742513,Эконом,1,2,0,1
2539,3302089.949618159,1983,29.355472124976863,Эконом,1,1,0,1
2540,3032078.9557925803,1973,27.653287557322304,Эконом,0,1,0,1
2541,5745350.158902274,2008,39.85570161670616,Стандарт,1,3,1,1
2542,2495195.2567406828,1990,22.196514414550958,Эконом,0,1,0,1
2543,2734769.4698395673,1987,23.685103887226617,Эконом,1,1,0,1
2544,17967190.695475403,2019,96.13139551543752,Люкс,7,5,6,2
2545,5944837.203281523,2010,39.52057249342036,Стандарт,3,3,1,1
2546,5508331.402289473,2002,37.84314732760813,Стандарт,1,3,1,1
2547,3024464.2777171703,1956,26.61732638363113,Эконом,0,2,0,1
2548,18278427.404229853,2023,94.52136172131483,Люкс,7,7,7,3
2549,2962970.269497626,1957,26.886148302619418,Эконом,0,1,0,1
2550,5491061.719793792,2009,36.839464414747745,Стандарт,3,2,1,1
2551,19107535.987124745,2021,99.77709267046653,Люкс,7,7,7,3
2552,2832919.5247961544,1977,24.67061358075293,Эконом,1,1,0,1
2553,17297392.385421235,2020,91.78522482288257,Люкс,5,6,6,3
2554,2825387.426939798,1972,24.719758436312787,Эконом,0,2,0,1
2555,14367566.256594688,2022,71.30955134012194,Люкс,7,6,6,2
2556,5581847.67404796,2001,38.58137009734502,Стандарт,2,2,1,1
2557,5707627.865301333,2009,39.56136640666929,Стандарт,2,2,1,1
2558,17137756.857834008,2022,87.74566255995987,Люкс,7,6,7,3
2559,14378724.958653562,2021,70.40538126790584,Люкс,5,7,7,3
2560,14136453.556411494,2022,70.79317890473305,Люкс,5,6,6,3
2561,2344794.6965801683,1961,18.924510400548176,Эконом,1,2,0,1
2562,2525337.1088584308,1967,22.719496747254595,Эконом,0,1,0,1
2563,5625571.658904901,2006,39.12783951831302,Стандарт,2,2,1,1
2564,5267742.131691309,2006,36.11627912020732,Стандарт,3,1,1,1
2565,3027883.008501876,1990,25.760001978128166,Эконом,1,2,0,1
2566,3003321.2236391827,1968,26.48917080041933,Эконом,1,1,0,1
2567,5341700.388902144,2010,37.58924695293928,Стандарт,2,1,1,1
2568,3434405.0144260065,1987,29.757155242283304,Эконом,1,2,0,1
2569,5252393.788232531,2008,36.06768748794786,Стандарт,1,3,1,1
2570,3034010.3405242623,1984,27.644596836934284,Эконом,0,1,0,1
2571,3030908.462956364,1951,25.7437928273901,Эконом,1,2,0,1
2572,5545385.490187836,2007,36.27449946326616,Стандарт,3,3,1,1
2573,3259973.982980834,1965,28.038199656822222,Эконом,1,2,0,1
