id,Пол,Возраст,Вес,Проффесия,Высшее_образование
3775,Ж,21,51,SMM-специалист,Нет
3776,Ж,54,95,Тренер по киберспорту,Да
3777,Ж,64,87,Тренер по волейболу,Да
3778,М,29,74,Data scientist,Да
3779,М,68,85,Крановщик,Да
3780,Ж,45,97,Тренер по киберспорту,Да
3781,Ж,45,97,Тренер по киберспорту,Да
3782,Ж,65,81,Тренер по фитнесу,Да
3783,Ж,26,71,,Да
3784,Ж,22,1386,Фотограф,Нет
3785,М,59,92,Токарь,Да
3786,М,24,68,Data scientist,Да
3787,М,24,68,Data scientist,Да
3788,М,55,88,Тренер по волейболу,Да
3789,Ж,22,49,Блогер,Нет
3790,Ж,27,52,Backend-разработчик,Да
3791,Ж,18,54,SMM-специалист,Нет
3792,Ж,69,75,Тренер по футболу,Да
3793,Ж,19,41,Копирайтер,Нет
3794,М,61,82,Тренер по киберспорту,Да
3795,М,73,81,Сантехник,Да
3796,М,73,81,Сантехник,Да
3797,Ж,24,46,Таргетолог,Нет
3798,Ж,68,98,Тренер по киберспорту,Да
3799,Ж,20,52,Копирайтер,Нет
3800,М,60,88,Сварщик,Да
3801,Ж,23,1442,Фотограф,Нет
3802,Ж,21,56,Таргетолог,Нет
3803,Ж,72,84,Тренер по фитнесу,Да
3804,Ж,27,66,IOS-разработчик,Да
3805,Ж,20,42,Блогер,Нет
3806,М,52,73,Сварщик,Да
3807,М,20,57,Backend-разработчик,Да
3808,Ж,24,43,Data scientist,Да
3809,Ж,18,40,Копирайтер,Нет
3810,Ж,79,83,Тренер по футболу,Да
3811,,53,72,Токарь,Да
3812,М,47,74,Тренер по легкой атлетике,Да
3813,М,47,74,Тренер по легкой атлетике,Да
3814,М,22,51,Backend-разработчик,Да
3815,Ж,20,80,Backend-разработчик,Да
3816,М,66,75,Маляр,Да
3817,Ж,24,57,Тестировщик,Да
3818,М,60,74,Крановщик,Да
3819,Ж,24,77,Frontend-разработчик,Да
3820,Ж,70,78,Тренер по киберспорту,Да
3821,Ж,46,71,Тренер по легкой атлетике,Да
3822,М,20,83,Frontend-разработчик,Да
3823,Ж,290,89,Тренер по фитнесу,Да
3824,Ж,21,48,SMM-специалист,Нет
3825,Ж,22,1327,Таргетолог,Нет
3826,Ж,23,44,Блогер,Нет
3827,М,57,85,Тренер по киберспорту,Да
3828,М,57,85,Тренер по киберспорту,Да
3829,М,57,85,Тренер по киберспорту,Да
3830,Ж,22,42,Блогер,Нет
3831,Ж,22,42,Блогер,Нет
3832,Ж,63,77,Тренер по фитнесу,Да
3833,Ж,75,95,Тренер по фитнесу,Да
3834,Ж,20,75,IOS-разработчик,Да
3835,М,66,85,Сварщик,Да
3836,Ж,26,50,Data scientist,Да
3837,Ж,26,50,Data scientist,Да
3838,Ж,26,50,Data scientist,Да
3839,Ж,25,53,SMM-специалист,Нет
3840,Ж,25,53,SMM-специалист,Нет
3841,Ж,262,100,Тренер по легкой атлетике,Да
3842,М,77,94,Сварщик,Да
3843,Ж,23,41,Блогер,Нет
3844,Ж,23,1049,SMM-специалист,Нет
3845,,57,71,Маляр,Да
3846,Ж,26,43,Тестировщик,Да
3847,М,51,86,Маляр,Да
3848,М,51,86,Маляр,Да
3849,,54,92,Сантехник,Да
3850,Ж,19,52,Блогер,Нет
3851,Ж,21,40,Копирайтер,Нет
3852,М,50,98,Тренер по фитнесу,Да
3853,М,21,58,Тестировщик,Да
3854,М,21,58,Тестировщик,Да
3855,М,55,100,Сварщик,Да
3856,Ж,25,56,Таргетолог,Нет
3857,Ж,21,48,Блогер,Нет
3858,Ж,28,49,IOS-разработчик,Да
3859,М,73,76,Тренер по футболу,Да
3860,Ж,28,49,,Да
3861,Ж,23,1805,Таргетолог,Нет
3862,Ж,23,1805,Таргетолог,Нет
3863,Ж,70,73,Тренер по футболу,Да
3864,М,50,93,Тренер по футболу,Да
3865,Ж,22,54,Копирайтер,Нет
3866,Ж,80,90,Тренер по волейболу,Да
3867,Ж,19,1391,Фотограф,Нет
3868,Ж,29,42,Backend-разработчик,Да
3869,Ж,20,43,Блогер,Нет
3870,Ж,61,77,Тренер по футболу,Да
3871,Ж,61,77,Тренер по футболу,Да
3872,Ж,61,77,Тренер по футболу,Да
3873,Ж,62,89,Тренер по киберспорту,Да
3874,Ж,20,46,SMM-специалист,Нет
3875,Ж,20,53,SMM-специалист,Нет
3876,М,57,81,Тренер по футболу,Да
3877,М,20,63,IOS-разработчик,Да
3878,М,79,80,Крановщик,Да
3879,М,79,80,Крановщик,Да
3880,Ж,60,94,Тренер по легкой атлетике,Да
3881,М,23,60,Data scientist,Да
3882,Ж,18,43,Копирайтер,Нет
3883,Ж,30,63,Data scientist,Да
3884,Ж,30,63,Data scientist,Да
3885,М,46,100,Сантехник,Да
3886,М,46,100,Сантехник,Да
3887,,68,79,Крановщик,Да
3888,Ж,25,53,SMM-специалист,Нет
3889,,68,85,Маляр,Да
3890,М,25,46,Frontend-разработчик,Да
3891,М,25,46,Frontend-разработчик,Да
3892,М,76,92,Сантехник,Да
3893,Ж,66,99,Тренер по легкой атлетике,Да
3894,М,59,73,Сантехник,Да
3895,,53,89,Сантехник,Да
3896,,53,89,Сантехник,Да
3897,Ж,23,50,Блогер,Нет
3898,Ж,22,78,Frontend-разработчик,Да
3899,М,74,77,Тренер по волейболу,Да
3900,,72,97,Крановщик,Да
3901,Ж,25,48,Таргетолог,Нет
3902,Ж,24,46,SMM-специалист,Нет
3903,М,21,48,Backend-разработчик,Да
3904,,55,72,Сварщик,Да
3905,Ж,25,56,Блогер,Нет
3906,Ж,25,56,Блогер,Нет
3907,Ж,25,56,Блогер,Нет
3908,М,75,74,Тренер по фитнесу,Да
3909,Ж,24,50,Таргетолог,Нет
3910,Ж,25,49,Таргетолог,Нет
3911,Ж,25,49,Таргетолог,Нет
3912,М,62,91,Сантехник,Да
3913,Ж,20,46,Блогер,Нет
3914,М,71,95,Тренер по фитнесу,Да
3915,М,80,80,Тренер по легкой атлетике,Да
3916,М,30,58,Frontend-разработчик,Да
3917,М,30,58,Frontend-разработчик,Да
3918,Ж,20,70,,Да
3919,,45,92,Крановщик,Да
3920,М,57,70,Маляр,Да
3921,М,57,70,Маляр,Да
3922,М,54,74,Сварщик,Да
3923,М,26,76,Data scientist,Да
3924,М,30,49,Backend-разработчик,Да
3925,Ж,49,70,Тренер по волейболу,Да
3926,М,51,96,Сантехник,Да
3927,М,24,90,Backend-разработчик,Да
3928,М,59,76,Крановщик,Да
3929,М,58,95,Тренер по футболу,Да
3930,М,69,82,Крановщик,Да
3931,Ж,18,54,Таргетолог,Нет
3932,Ж,21,49,Frontend-разработчик,Да
3933,Ж,22,74,,Да
3934,Ж,29,61,Backend-разработчик,Да
3935,Ж,21,56,Копирайтер,Нет
3936,Ж,25,60,Копирайтер,Нет
3937,Ж,25,60,Копирайтер,Нет
3938,М,46,96,Маляр,Да
3939,М,55,81,Сварщик,Да
3940,М,55,81,Сварщик,Да
3941,М,45,94,Сантехник,Да
3942,М,80,88,Сантехник,Да
3943,М,62,74,Крановщик,Да
3944,М,62,74,Крановщик,Да
3945,М,62,74,Крановщик,Да
3946,Ж,47,89,Тренер по киберспорту,Да
3947,Ж,47,89,Тренер по киберспорту,Да
3948,М,21,50,,Да
3949,М,21,84,Frontend-разработчик,Да
3950,Ж,21,71,IOS-разработчик,Да
3951,Ж,59,86,Тренер по легкой атлетике,Да
3952,М,22,42,IOS-разработчик,Да
3953,М,52,87,Тренер по волейболу,Да
3954,Ж,22,43,Копирайтер,Нет
3955,М,26,56,Frontend-разработчик,Да
3956,М,79,96,Крановщик,Да
3957,Ж,52,98,Тренер по футболу,Да
3958,М,56,72,Сварщик,Да
3959,М,65,85,Сварщик,Да
3960,Ж,20,55,Блогер,Нет
3961,М,50,98,Токарь,Да
3962,М,51,71,Тренер по волейболу,Да
3963,М,52,74,Тренер по футболу,Да
3964,М,68,84,Маляр,Да
3965,М,74,73,Тренер по футболу,Да
3966,М,68,86,Тренер по футболу,Да
3967,Ж,23,52,SMM-специалист,Нет
3968,Ж,23,44,Фотограф,Нет
3969,М,28,44,Frontend-разработчик,Да
3970,М,65,80,Сантехник,Да
3971,Ж,20,89,Frontend-разработчик,Да
3972,Ж,66,85,Тренер по волейболу,Да
3973,Ж,23,47,Таргетолог,Нет
3974,М,56,79,Тренер по киберспорту,Да
3975,Ж,22,42,Фотограф,Нет
3976,Ж,23,60,Блогер,Нет
3977,Ж,28,77,Тестировщик,Да
3978,Ж,20,51,Таргетолог,Нет
3979,М,56,97,Маляр,Да
3980,М,56,97,Маляр,Да
3981,М,56,97,Маляр,Да
3982,М,56,97,Маляр,Да
3983,М,56,97,Маляр,Да
3984,М,57,96,Сварщик,Да
3985,М,74,82,Сантехник,Да
3986,М,49,77,Крановщик,Да
3987,М,25,64,Data scientist,Да
3988,Ж,23,87,Backend-разработчик,Да
3989,М,27,56,Data scientist,Да
3990,Ж,46,89,Тренер по легкой атлетике,Да
3991,Ж,23,48,Фотограф,Нет
3992,М,68,86,Токарь,Да
3993,М,68,86,Токарь,Да
3994,М,69,70,Тренер по фитнесу,Да
3995,М,69,70,Тренер по фитнесу,Да
3996,М,69,70,Тренер по фитнесу,Да
3997,М,67,82,Сантехник,Да
3998,,73,87,Крановщик,Да
3999,Ж,67,71,Тренер по легкой атлетике,Да
4000,Ж,21,1043,Копирайтер,Нет
4001,М,47,89,Тренер по футболу,Да
4002,М,51,97,Сантехник,Да
4003,Ж,18,58,SMM-специалист,Нет
4004,Ж,51,74,Тренер по легкой атлетике,Да
4005,Ж,22,43,Фотограф,Нет
4006,М,20,45,Тестировщик,Да
4007,Ж,24,1627,Копирайтер,Нет
4008,Ж,24,1627,Копирайтер,Нет
4009,Ж,24,1627,Копирайтер,Нет
4010,Ж,24,1627,Копирайтер,Нет
4011,М,65,80,Сантехник,Да
4012,М,29,56,IOS-разработчик,Да
4013,М,29,56,IOS-разработчик,Да
4014,Ж,55,91,Тренер по футболу,Да
4015,М,55,94,Крановщик,Да
4016,Ж,22,57,Блогер,Нет
4017,Ж,20,42,Таргетолог,Нет
4018,Ж,20,55,Фотограф,Нет
4019,Ж,20,40,Фотограф,Нет
4020,Ж,23,55,Таргетолог,Нет
4021,Ж,23,43,Фотограф,Нет
4022,Ж,19,42,Таргетолог,Нет
4023,Ж,19,42,Таргетолог,Нет
4024,М,22,66,Backend-разработчик,Да
4025,М,69,97,Сварщик,Да
4026,М,67,83,Токарь,Да
4027,Ж,20,44,Таргетолог,Нет
4028,М,21,77,Frontend-разработчик,Да
4029,М,27,65,Frontend-разработчик,Да
4030,М,63,90,Тренер по легкой атлетике,Да
4031,М,63,90,Тренер по легкой атлетике,Да
4032,М,63,90,Тренер по легкой атлетике,Да
4033,Ж,28,90,Тестировщик,Да
4034,Ж,28,90,Тестировщик,Да
4035,Ж,75,81,Тренер по легкой атлетике,Да
4036,М,55,73,Маляр,Да
4037,М,55,73,Маляр,Да
4038,М,51,82,Маляр,Да
4039,М,24,43,,Да
4040,Ж,68,76,Тренер по легкой атлетике,Да
4041,Ж,20,43,Копирайтер,Нет
4042,М,46,80,Сантехник,Да
4043,Ж,21,42,,Да
4044,М,24,45,,Да
4045,М,24,45,,Да
4046,Ж,24,89,Тестировщик,Да
4047,Ж,21,1210,Фотограф,Нет
4048,М,65,80,Сантехник,Да
4049,Ж,23,84,Тестировщик,Да
4050,Ж,77,82,Тренер по фитнесу,Да
4051,Ж,77,82,Тренер по фитнесу,Да
4052,М,49,84,Маляр,Да
4053,Ж,25,1732,Блогер,Нет
4054,М,67,76,Токарь,Да
4055,М,77,100,Тренер по футболу,Да
4056,Ж,23,1455,Фотограф,Нет
4057,Ж,22,48,Копирайтер,Нет
4058,Ж,22,48,Копирайтер,Нет
4059,М,62,99,Маляр,Да
4060,Ж,20,41,Копирайтер,Нет
4061,Ж,72,73,Тренер по легкой атлетике,Да
4062,Ж,69,85,Тренер по киберспорту,Да
4063,Ж,69,85,Тренер по киберспорту,Да
4064,Ж,21,55,Фотограф,Нет
4065,Ж,55,78,Тренер по киберспорту,Да
4066,М,78,93,Тренер по легкой атлетике,Да
4067,М,55,88,Тренер по футболу,Да
4068,М,56,95,Тренер по футболу,Да
4069,М,56,95,Тренер по футболу,Да
4070,М,56,95,Тренер по футболу,Да
4071,Ж,53,77,Тренер по фитнесу,Да
4072,М,67,92,Тренер по легкой атлетике,Да
4073,М,67,92,Тренер по легкой атлетике,Да
4074,М,67,92,Тренер по легкой атлетике,Да
4075,М,67,70,Маляр,Да
4076,М,67,70,Маляр,Да
4077,М,56,97,Сварщик,Да
4078,М,56,97,Сварщик,Да
4079,Ж,19,52,Блогер,Нет
4080,Ж,21,54,SMM-специалист,Нет
4081,М,25,53,IOS-разработчик,Да
4082,М,25,53,IOS-разработчик,Да
4083,Ж,79,89,Тренер по легкой атлетике,Да
4084,Ж,234,70,Тренер по фитнесу,Да
4085,М,22,64,Тестировщик,Да
4086,М,22,64,Тестировщик,Да
4087,М,22,64,Тестировщик,Да
4088,М,46,98,Крановщик,Да
4089,М,73,72,Тренер по футболу,Да
4090,М,73,72,Тренер по футболу,Да
4091,Ж,66,82,Тренер по легкой атлетике,Да
4092,М,20,44,Backend-разработчик,Да
4093,Ж,24,58,Фотограф,Нет
4094,М,67,71,Тренер по киберспорту,Да
4095,М,77,90,Крановщик,Да
4096,М,67,91,Сантехник,Да
4097,Ж,48,97,Тренер по фитнесу,Да
4098,Ж,48,97,Тренер по фитнесу,Да
4099,М,54,71,Тренер по фитнесу,Да
4100,М,25,63,Data scientist,Да
4101,М,25,63,Data scientist,Да
4102,М,70,75,Сантехник,Да
4103,М,70,75,Сантехник,Да
4104,М,45,87,Тренер по футболу,Да
4105,Ж,23,42,Фотограф,Нет
4106,Ж,23,42,Фотограф,Нет
4107,М,30,68,,Да
4108,М,57,88,Тренер по киберспорту,Да
4109,М,57,88,Тренер по киберспорту,Да
4110,М,57,88,Тренер по киберспорту,Да
4111,М,59,70,Тренер по легкой атлетике,Да
4112,М,260,77,Тренер по футболу,Да
4113,Ж,66,98,Тренер по киберспорту,Да
4114,Ж,66,98,Тренер по киберспорту,Да
4115,Ж,25,53,Таргетолог,Нет
4116,Ж,20,53,Таргетолог,Нет
4117,М,21,72,IOS-разработчик,Да
4118,М,21,72,IOS-разработчик,Да
4119,Ж,24,1696,SMM-специалист,Нет
4120,М,57,72,Токарь,Да
4121,М,72,77,Сантехник,Да
4122,М,72,77,Сантехник,Да
4123,Ж,25,40,Блогер,Нет
4124,Ж,293,82,Тренер по легкой атлетике,Да
4125,Ж,22,72,Тестировщик,Да
4126,Ж,21,44,Копирайтер,Нет
4127,Ж,24,43,Data scientist,Да
4128,Ж,21,76,Тестировщик,Да
4129,М,54,74,Сварщик,Да
4130,Ж,25,67,Data scientist,Да
4131,М,25,66,,Да
4132,Ж,23,56,Backend-разработчик,Да
4133,М,69,84,Тренер по футболу,Да
4134,М,21,49,IOS-разработчик,Да
4135,Ж,20,45,Копирайтер,Нет
4136,Ж,20,45,Копирайтер,Нет
4137,Ж,28,46,Тестировщик,Да
4138,Ж,28,46,Тестировщик,Да
4139,М,53,94,Крановщик,Да
4140,М,70,71,Тренер по киберспорту,Да
4141,М,70,71,Тренер по киберспорту,Да
4142,М,67,80,Сварщик,Да
4143,Ж,60,98,Тренер по футболу,Да
4144,Ж,60,98,Тренер по футболу,Да
4145,Ж,25,52,SMM-специалист,Нет
4146,М,48,95,Тренер по киберспорту,Да
4147,,68,81,Токарь,Да
4148,Ж,18,47,SMM-специалист,Нет
4149,М,47,83,Крановщик,Да
4150,М,47,83,Крановщик,Да
4151,М,47,83,Крановщик,Да
4152,Ж,28,55,IOS-разработчик,Да
4153,Ж,20,42,Копирайтер,Нет
4154,М,28,81,IOS-разработчик,Да
4155,М,67,90,Маляр,Да
4156,М,80,83,Сварщик,Да
4157,Ж,235,94,Тренер по футболу,Да
4158,Ж,29,62,Тестировщик,Да
4159,М,59,71,Сантехник,Да
4160,Ж,30,62,Backend-разработчик,Да
4161,Ж,30,62,Backend-разработчик,Да
4162,М,65,88,Сварщик,Да
4163,Ж,21,49,Блогер,Нет
4164,Ж,21,49,Блогер,Нет
4165,М,50,90,Сантехник,Да
4166,Ж,76,81,Тренер по волейболу,Да
4167,Ж,24,43,Таргетолог,Нет
4168,Ж,29,72,Frontend-разработчик,Да
4169,Ж,29,72,Frontend-разработчик,Да
4170,М,22,47,IOS-разработчик,Да
4171,Ж,25,89,Backend-разработчик,Да
4172,Ж,26,68,,Да
4173,Ж,26,68,,Да
4174,Ж,26,68,,Да
4175,Ж,26,68,,Да
4176,Ж,24,86,Backend-разработчик,Да
4177,М,26,64,,Да
4178,Ж,25,54,Копирайтер,Нет
4179,М,24,68,Data scientist,Да
4180,Ж,60,87,Тренер по футболу,Да
4181,Ж,20,40,Фотограф,Нет
4182,М,76,93,Токарь,Да
4183,М,74,78,Маляр,Да
4184,М,74,78,Маляр,Да
4185,М,66,93,Сварщик,Да
4186,Ж,19,54,SMM-специалист,Нет
4187,Ж,25,49,Копирайтер,Нет
4188,Ж,24,57,Блогер,Нет
4189,М,23,44,IOS-разработчик,Да
4190,Ж,21,1389,Копирайтер,Нет
4191,Ж,21,1389,Копирайтер,Нет
4192,М,264,74,Тренер по киберспорту,Да
4193,М,69,99,Тренер по волейболу,Да
4194,М,69,99,Тренер по волейболу,Да
4195,М,79,89,Крановщик,Да
4196,М,79,89,Крановщик,Да
4197,М,22,86,,Да
4198,Ж,20,46,Копирайтер,Нет
4199,М,75,89,Токарь,Да
4200,Ж,19,49,Таргетолог,Нет
4201,Ж,80,77,Тренер по фитнесу,Да
4202,Ж,51,84,Тренер по футболу,Да
4203,М,61,70,Токарь,Да
4204,Ж,18,1392,Блогер,Нет
4205,Ж,22,57,SMM-специалист,Нет
4206,Ж,22,57,SMM-специалист,Нет
4207,Ж,20,45,Таргетолог,Нет
4208,М,298,82,Тренер по волейболу,Да
4209,Ж,24,79,IOS-разработчик,Да
4210,М,24,81,Тестировщик,Да
4211,М,24,81,Тестировщик,Да
4212,М,67,98,Сварщик,Да
4213,Ж,61,100,Тренер по футболу,Да
4214,М,71,72,Сварщик,Да
4215,М,56,78,Тренер по фитнесу,Да
4216,,68,87,Сварщик,Да
4217,Ж,20,50,Таргетолог,Нет
4218,,46,84,Маляр,Да
4219,,46,84,Маляр,Да
4220,М,26,76,,Да
4221,М,61,87,Тренер по киберспорту,Да
4222,Ж,27,64,IOS-разработчик,Да
4223,Ж,21,59,Фотограф,Нет
4224,Ж,25,84,Data scientist,Да
4225,М,216,100,Тренер по фитнесу,Да
4226,Ж,24,52,Фотограф,Нет
4227,М,53,79,Крановщик,Да
4228,М,65,75,Сварщик,Да
4229,М,65,75,Сварщик,Да
4230,М,65,75,Сварщик,Да
4231,М,65,75,Сварщик,Да
4232,Ж,24,59,Таргетолог,Нет
4233,Ж,24,59,Таргетолог,Нет
4234,М,59,83,Крановщик,Да
4235,М,24,82,Data scientist,Да
4236,М,49,100,Маляр,Да
4237,М,49,100,Маляр,Да
4238,Ж,19,59,Блогер,Нет
4239,М,55,87,Тренер по легкой атлетике,Да
4240,Ж,22,49,Таргетолог,Нет
4241,Ж,25,75,Data scientist,Да
4242,Ж,25,75,Data scientist,Да
4243,Ж,25,75,Data scientist,Да
4244,Ж,23,45,Копирайтер,Нет
4245,М,23,63,Frontend-разработчик,Да
4246,Ж,21,56,Фотограф,Нет
4247,М,57,71,Токарь,Да
4248,М,80,92,Крановщик,Да
4249,М,61,84,Тренер по легкой атлетике,Да
4250,М,70,92,Сантехник,Да
4251,М,70,92,Сантехник,Да
4252,М,70,92,Сантехник,Да
4253,,51,71,Крановщик,Да
4254,,51,71,Крановщик,Да
4255,Ж,27,41,Frontend-разработчик,Да
4256,Ж,24,56,Копирайтер,Нет
4257,Ж,26,74,Data scientist,Да
4258,М,24,84,Тестировщик,Да
4259,М,24,84,Тестировщик,Да
4260,Ж,248,90,Тренер по фитнесу,Да
4261,М,209,86,Тренер по футболу,Да
4262,М,209,86,Тренер по футболу,Да
4263,Ж,29,54,Тестировщик,Да
4264,М,78,89,Крановщик,Да
4265,М,28,51,IOS-разработчик,Да
4266,Ж,22,58,Фотограф,Нет
4267,Ж,20,44,Блогер,Нет
4268,Ж,54,77,Тренер по киберспорту,Да
4269,М,20,85,Backend-разработчик,Да
4270,М,30,47,Frontend-разработчик,Да
4271,Ж,226,81,Тренер по фитнесу,Да
4272,Ж,51,75,Тренер по легкой атлетике,Да
4273,Ж,51,75,Тренер по легкой атлетике,Да
4274,Ж,51,75,Тренер по легкой атлетике,Да
4275,Ж,19,54,Фотограф,Нет
4276,Ж,23,44,Блогер,Нет
4277,Ж,59,72,Тренер по легкой атлетике,Да
4278,М,74,98,Токарь,Да
4279,Ж,24,47,SMM-специалист,Нет
4280,М,61,98,Тренер по футболу,Да
4281,Ж,24,1196,Блогер,Нет
4282,М,26,72,Тестировщик,Да
4283,М,54,98,Сварщик,Да
4284,Ж,26,64,Backend-разработчик,Да
4285,Ж,25,87,IOS-разработчик,Да
4286,Ж,25,55,Таргетолог,Нет
4287,М,21,77,Backend-разработчик,Да
4288,Ж,25,48,Копирайтер,Нет
4289,Ж,25,48,Копирайтер,Нет
4290,Ж,25,40,Блогер,Нет
4291,Ж,54,86,Тренер по легкой атлетике,Да
4292,Ж,23,53,Копирайтер,Нет
4293,Ж,26,54,Backend-разработчик,Да
4294,М,78,86,Сантехник,Да
4295,Ж,23,44,Копирайтер,Нет
4296,Ж,23,44,Копирайтер,Нет
4297,М,60,77,Токарь,Да
4298,М,60,77,Токарь,Да
4299,Ж,21,57,Фотограф,Нет
4300,Ж,21,60,IOS-разработчик,Да
4301,Ж,21,60,IOS-разработчик,Да
4302,,45,70,Сварщик,Да
4303,М,29,69,,Да
4304,Ж,25,40,Фотограф,Нет
4305,Ж,25,40,Фотограф,Нет
4306,Ж,25,48,Копирайтер,Нет
4307,М,24,71,Тестировщик,Да
4308,Ж,20,49,SMM-специалист,Нет
4309,Ж,23,66,Frontend-разработчик,Да
4310,М,30,89,Frontend-разработчик,Да
4311,М,29,65,Backend-разработчик,Да
4312,Ж,30,41,,Да
4313,Ж,30,41,,Да
4314,Ж,228,73,Тренер по футболу,Да
4315,М,71,74,Сварщик,Да
4316,М,59,77,Сантехник,Да
4317,М,59,77,Сантехник,Да
4318,М,59,77,Сантехник,Да
4319,М,59,77,Сантехник,Да
4320,Ж,19,55,Таргетолог,Нет
4321,М,65,95,Маляр,Да
4322,М,65,95,Маляр,Да
4323,Ж,53,71,Тренер по футболу,Да
4324,М,52,79,Токарь,Да
4325,Ж,22,48,Фотограф,Нет
4326,Ж,22,48,Фотограф,Нет
4327,М,65,76,Сантехник,Да
4328,М,65,76,Сантехник,Да
4329,Ж,18,55,Таргетолог,Нет
4330,Ж,30,77,Backend-разработчик,Да
4331,Ж,60,76,Тренер по футболу,Да
4332,Ж,22,44,Таргетолог,Нет
4333,М,24,50,Тестировщик,Да
4334,Ж,25,57,SMM-специалист,Нет
4335,Ж,54,82,Тренер по киберспорту,Да
4336,М,24,63,Тестировщик,Да
4337,М,64,94,Тренер по легкой атлетике,Да
4338,М,64,94,Тренер по легкой атлетике,Да
4339,М,71,76,Маляр,Да
4340,Ж,21,61,Data scientist,Да
4341,Ж,23,70,Data scientist,Да
4342,Ж,23,70,Data scientist,Да
4343,Ж,20,59,Копирайтер,Нет
4344,Ж,71,92,Тренер по волейболу,Да
4345,М,29,57,Тестировщик,Да
4346,Ж,20,46,Блогер,Нет
4347,Ж,29,54,Тестировщик,Да
4348,Ж,70,79,Тренер по легкой атлетике,Да
4349,М,20,47,Backend-разработчик,Да
4350,М,20,47,Backend-разработчик,Да
4351,Ж,21,75,Тестировщик,Да
4352,Ж,48,70,Тренер по футболу,Да
4353,Ж,20,44,Фотограф,Нет
4354,Ж,23,88,Тестировщик,Да
4355,Ж,18,43,Копирайтер,Нет
4356,Ж,22,43,Блогер,Нет
4357,М,74,91,Сварщик,Да
4358,,67,84,Крановщик,Да
4359,,67,84,Крановщик,Да
4360,М,26,59,Frontend-разработчик,Да
4361,М,50,75,Сварщик,Да
4362,М,50,75,Сварщик,Да
4363,Ж,47,75,Тренер по футболу,Да
4364,М,72,70,Тренер по футболу,Да
4365,М,72,70,Тренер по футболу,Да
4366,М,72,70,Тренер по футболу,Да
4367,М,72,70,Тренер по футболу,Да
4368,М,71,97,Сварщик,Да
4369,М,67,75,Крановщик,Да
4370,М,45,73,Крановщик,Да
4371,М,50,76,Тренер по легкой атлетике,Да
4372,М,24,73,Backend-разработчик,Да
4373,Ж,23,1497,Фотограф,Нет
4374,М,76,74,Сантехник,Да
4375,М,54,96,Сантехник,Да
4376,Ж,25,52,Data scientist,Да
4377,Ж,23,45,SMM-специалист,Нет
4378,Ж,24,83,Backend-разработчик,Да
4379,Ж,24,83,Backend-разработчик,Да
4380,М,80,99,Тренер по фитнесу,Да
4381,Ж,21,60,SMM-специалист,Нет
4382,М,25,61,Data scientist,Да
4383,М,54,76,Токарь,Да
4384,Ж,19,48,SMM-специалист,Нет
4385,Ж,76,84,Тренер по футболу,Да
4386,Ж,19,44,Копирайтер,Нет
4387,М,24,40,Тестировщик,Да
4388,М,66,99,Крановщик,Да
4389,Ж,19,55,Таргетолог,Нет
4390,М,56,83,Сантехник,Да
4391,М,65,76,Крановщик,Да
4392,Ж,22,56,Фотограф,Нет
4393,М,56,89,Тренер по волейболу,Да
4394,М,65,73,Сварщик,Да
4395,М,21,80,Тестировщик,Да
4396,Ж,24,57,Фотограф,Нет
4397,Ж,23,58,Копирайтер,Нет
4398,Ж,25,56,Backend-разработчик,Да
4399,М,292,76,Тренер по легкой атлетике,Да
4400,М,59,96,Маляр,Да
4401,Ж,21,42,Таргетолог,Нет
4402,Ж,18,44,Копирайтер,Нет
4403,Ж,18,44,Копирайтер,Нет
4404,М,54,85,Тренер по киберспорту,Да
4405,М,48,92,Сварщик,Да
4406,М,48,92,Сварщик,Да
4407,М,66,75,Тренер по легкой атлетике,Да
4408,М,76,72,Сварщик,Да
4409,Ж,47,95,Тренер по киберспорту,Да
4410,М,22,52,Frontend-разработчик,Да
4411,М,22,52,Frontend-разработчик,Да
4412,М,73,77,Токарь,Да
4413,М,73,77,Токарь,Да
4414,М,73,77,Токарь,Да
4415,М,47,98,Тренер по волейболу,Да
4416,Ж,18,53,Блогер,Нет
4417,Ж,20,60,Блогер,Нет
4418,Ж,20,1654,Таргетолог,Нет
4419,Ж,24,46,Копирайтер,Нет
4420,Ж,24,46,Копирайтер,Нет
4421,Ж,19,60,Копирайтер,Нет
4422,Ж,19,60,Копирайтер,Нет
4423,М,47,99,Сварщик,Да
4424,Ж,19,40,Фотограф,Нет
4425,М,26,62,Frontend-разработчик,Да
4426,М,54,91,Сантехник,Да
4427,Ж,18,46,Блогер,Нет
4428,М,51,94,Тренер по волейболу,Да
4429,Ж,21,52,Блогер,Нет
4430,Ж,21,52,Блогер,Нет
4431,Ж,21,52,Блогер,Нет
4432,М,27,62,IOS-разработчик,Да
4433,М,28,83,Data scientist,Да
4434,Ж,19,56,Таргетолог,Нет
4435,Ж,46,76,Тренер по фитнесу,Да
4436,М,22,64,Frontend-разработчик,Да
4437,Ж,22,42,Блогер,Нет
4438,Ж,18,47,Копирайтер,Нет
4439,М,70,71,Токарь,Да
4440,М,48,74,Маляр,Да
4441,М,22,86,Backend-разработчик,Да
4442,М,73,72,Токарь,Да
4443,М,28,60,Тестировщик,Да
4444,М,58,90,Сантехник,Да
4445,Ж,22,52,SMM-специалист,Нет
4446,Ж,22,52,SMM-специалист,Нет
4447,Ж,52,89,Тренер по футболу,Да
4448,М,74,75,Сварщик,Да
